,STR Number,Hotel Name,Address 1,Address 2,City,State,Country,Postal Code,Rooms,Market,Sub-Market,Open Date,Original Affiliation,Class,Location,Affiliation,Year/Month Affiliated,Telephone,Latitude,Longitude,coordinates,nearBeach,BeachID,distance
5770,239974,Bramleigh Hotel,13 Gynn Ave,,Blackpool,NEW,United Kingdom,FY1 2LD,16,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351568.0,53.831579,-3.054441,"(53.831579, -3.054441)","[2995, 0.8736502255116011]",2995,0.8736502255116011
5771,125960,Berwyn Hotel,1 Finchley Rd,,Blackpool,NEW,United Kingdom,FY1 2LP,18,Lancashire,Blackpool,,Independent,Midscale Class,Resort,Independent,,441253352896.0,53.832333,-3.05265,"(53.832333, -3.05265)","[2995, 0.9409200391035628]",2995,0.9409200391035628
5772,172611,The Brayton,7 Finchley Rd,,Blackpool,NEW,United Kingdom,FY1 2LP,16,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253351645.0,53.832428,-3.052251,"(53.832428, -3.052251)","[2995, 0.9515545551391429]",2995,0.9515545551391428
5773,172712,Moorings Hotel,52 Seafield Rd,,Blackpool,NEW,United Kingdom,FY1 2LS,16,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253351822.0,53.832445,-3.050688,"(53.832445, -3.050688)","[2995, 0.971915184063544]",2995,0.971915184063544
5958,115510,Sheraton Lodge,1 Shaftesbury Ave,,Blackpool,NEW,United Kingdom,FY2 9QQ,25,Lancashire,Blackpool,,Independent,Upscale Class,Resort,Independent,,441253352723.0,53.838115,-3.054068,"(53.838115, -3.054068)","[2995, 1.3216630890699663]",2995,1.3216630890699663
5959,239310,Chequers Plaza Hotel,24 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RN,48,Lancashire,Blackpool,,Independent,Upscale Class,Small Metro/Town,Independent,,441253356431.0,53.836375,-3.054302,"(53.836375, -3.054302)","[2995, 1.2013000877962057]",2995,1.2013000877962057
5960,239731,Boston Hotel,34 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RN,78,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351451.0,53.836723,-3.054263,"(53.836723, -3.054263)","[2995, 1.2253230207395733]",2995,1.225323020739573
5961,239755,Queens Promenade Hotel,32 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RN,25,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253355449.0,53.836638,-3.054238,"(53.836638, -3.054238)","[2995, 1.2196590511531762]",2995,1.2196590511531762
5962,239839,Miners Hotel,30 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RN,25,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253596984.0,53.836591,-3.054375,"(53.836591, -3.054375)","[2995, 1.2156439757199238]",2995,1.2156439757199238
5963,172633,The Doric Hotel,48 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RP,103,Lancashire,Blackpool,,Independent,Upper Midscale Class,Resort,Independent,,441253352640.0,53.837982,-3.054086,"(53.837982, -3.054086)","[2995, 1.312460696120583]",2995,1.312460696120583
5964,225343,Hotel Sheraton,Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RP,108,Lancashire,Blackpool,196401.0,Independent,Upper Midscale Class,Resort,Independent,196401.0,441253352723.0,53.838374,-3.054218,"(53.838374, -3.054218)","[2995, 1.3385587152569909]",2995,1.3385587152569909
5965,239752,Blue C Hotel,82 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RQ,26,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253352992.0,53.839854,-3.054135,"(53.839854, -3.054135)","[2995, 1.4403997161703768]",2995,1.4403997161703768
5966,172716,The New Guilderoy Hotel,57 Holmview Rd,,Blackpool,NEW,United Kingdom,FY2 9RU,15,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253351547.0,53.836595,-3.05215,"(53.836595, -3.05215)","[2995, 1.2320169145428512]",2995,1.2320169145428512
5967,172731,Oban House Hotel,63 Holmfield Rd,,Blackpool,NEW,United Kingdom,FY2 9RU,12,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253352413.0,53.836805,-3.05205,"(53.836805, -3.05205)","[2995, 1.2470633433013663]",2995,1.2470633433013665
5968,172636,Elgin Hotel,36 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9RW,89,Lancashire,Blackpool,,Independent,Upper Upscale Class,Resort,Independent,,441253353535.0,53.837296,-3.054233,"(53.837296, -3.054233)","[2995, 1.264687596668868]",2995,1.264687596668868
5969,158645,Highfield Hotel,6 Empress Dr,,Blackpool,NEW,United Kingdom,FY2 9SE,15,Lancashire,Blackpool,,Independent,Upper Midscale Class,Resort,Independent,,441253352190.0,53.83626,-3.053742,"(53.83626, -3.053742)","[2995, 1.196996606467165]",2995,1.196996606467165
5970,172629,Croydon Hotel,12 Empress Dr,,Blackpool,NEW,United Kingdom,FY2 9SE,10,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253352497.0,53.836232,-3.053212,"(53.836232, -3.053212)","[2995, 1.1988519286276964]",2995,1.1988519286276964
5971,172755,The Palms Hotel & Apartments,16 Empress Dr,,Blackpool,NEW,United Kingdom,FY2 9SE,10,Lancashire,Blackpool,,Independent,Midscale Class,Resort,Independent,,441253355111.0,53.836251,-3.053075,"(53.836251, -3.053075)","[2995, 1.2011757819180338]",2995,1.2011757819180338
5972,239829,Hotel Segantii,14 Empress Dr,,Blackpool,NEW,United Kingdom,FY2 9SE,18,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351052.0,53.836248,-3.05341,"(53.836248, -3.05341)","[2995, 1.1984899353211673]",2995,1.198489935321167
5973,191775,The Cliffs Hotel,Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9SG,163,Lancashire,Blackpool,192101.0,Independent,Upper Upscale Class,Resort,Independent,192101.0,441253595559.0,53.835627,-3.054272,"(53.835627, -3.054272)","[2995, 1.1503763156498348]",2995,1.1503763156498348
5974,125958,Savoy Hotel,Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9SJ,145,Lancashire,Blackpool,191501.0,Independent,Upscale Class,Resort,Independent,200404.0,448712220034.0,53.834195,-3.05416,"(53.834195, -3.05416)","[2995, 1.0534759537844847]",2995,1.0534759537844849
5975,172582,Sunnydale Hotel,16 King George Ave,,Blackpool,NEW,United Kingdom,FY2 9SN,10,Lancashire,Blackpool,,Independent,Upper Midscale Class,Resort,Independent,,441253351452.0,53.834598,-3.052976,"(53.834598, -3.052976)","[2995, 1.0900268779376647]",2995,1.0900268779376647
5976,157963,Courtneys Of Gynn Square Hotel,1 Warbreck Hill Rd,North Shore,Blackpool,NEW,United Kingdom,FY2 9SP,10,Lancashire,Blackpool,,Independent,Upper Midscale Class,Resort,Independent,,441253352179.0,53.833717,-3.051371,"(53.833717, -3.051371)","[2995, 1.047070799441099]",2995,1.047070799441099
5977,172659,New Hacketts Hotel,14 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9SQ,102,Lancashire,Blackpool,,Independent,Upper Midscale Class,Resort,Independent,,441253351465.0,53.835053,-3.054436,"(53.835053, -3.054436)","[2995, 1.1101582714362845]",2995,1.1101582714362843
5978,239838,Maples Hotel,6 Queens Promenade,,Blackpool,NEW,United Kingdom,FY2 9SQ,16,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351454.0,53.834721,-3.054474,"(53.834721, -3.054474)","[2995, 1.087251747331708]",2995,1.087251747331708
5979,159051,Kings Court Hotel,34 King Edward Ave,,Blackpool,NEW,United Kingdom,FY2 9TA,10,Lancashire,Blackpool,,Independent,Midscale Class,Resort,Independent,,441253593312.0,53.835392,-3.051732,"(53.835392, -3.051732)","[2995, 1.1549465974732083]",2995,1.1549465974732085
5980,160418,King Edward Hotel,44 King Edward Ave,North Shore,Blackpool,NEW,United Kingdom,FY2 9TA,10,Lancashire,Blackpool,,Independent,Economy Class,Resort,Independent,,441253352932.0,53.835434,-3.051307,"(53.835434, -3.051307)","[2995, 1.1620698359513542]",2995,1.1620698359513542
5981,239818,The Brooklands,28 King Edward Ave,,Blackpool,NEW,United Kingdom,FY2 9TA,15,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351479.0,53.835381,-3.051972,"(53.835381, -3.051972)","[2995, 1.1518774191662866]",2995,1.1518774191662866
5982,172732,The Pembroke,11 King Edward Ave,,Blackpool,NEW,United Kingdom,FY2 9TD,8,Lancashire,Blackpool,,Independent,Midscale Class,Resort,Independent,,441253351306.0,53.835132,-3.053102,"(53.835132, -3.053102)","[2995, 1.1250959809457608]",2995,1.1250959809457608
5983,239840,Moorfield Hotel,8 King Edward Ave,,Blackpool,NEW,United Kingdom,FY2 9TD,30,Lancashire,Blackpool,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441253351305.0,53.835464,-3.053787,"(53.835464, -3.053787)","[2995, 1.1424700556927663]",2995,1.1424700556927665
6118,240085,Moor Hall Restaurant with Rooms,Prescot Rd,,Ormskirk,NEW,United Kingdom,L39 6RT,5,Lancashire,Lancashire Regional,201701.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201701.0,441695572511.0,53.541622,-2.889506,"(53.541622, -2.889506)","[2792, 7.527960921462696]",2792,7.527960921462696
6119,202807,Innkeeper's Lodge Miller & Carter,Springfield Road,Aughton,Ormskirk,NEW,United Kingdom,L39 6ST,13,Lancashire,Lancashire Regional,,Independent,Midscale Class,Suburban,Innkeeper's Lodge,202105.0,441695420052.0,53.537168,-2.925536,"(53.537168, -2.925536)","[2792, 6.01685407577389]",2792,6.01685407577389
6120,239884,West Tower,Mill Ln,,Ormskirk,NEW,United Kingdom,L39 7HJ,19,Lancashire,Lancashire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441695664075.0,53.546832,-2.923248,"(53.546832, -2.923248)","[2792, 6.27157534385719]",2792,6.27157534385719
6142,173610,The Westleigh,9 Marine Road West,,Morecambe,NEW,United Kingdom,LA3 1BS,14,Lancashire,Lancashire Regional,,Independent,Midscale Class,Suburban,Independent,,441524418352.0,54.06466,-2.884438,"(54.06466, -2.884438)","[2123, 0.4764948164100302]",2123,0.4764948164100302
6259,237565,Black Horse at Bardney,18 Wragby Rd,,Lincoln,EMI,United Kingdom,LN3 5XL,5,Lincolnshire,Lincolnshire Central,,Independent,Upscale Class,Small Metro/Town,Independent,,441526398900.0,53.211706,-0.322731,"(53.211706, -0.322731)","[2269, 25.93714903716335]",2269,25.93714903716335
6261,174785,The Old Coach House,1 Church Ln,,North Kyme,EMI,United Kingdom,LN4 4DJ,12,Lincolnshire,Lincolnshire Central,200501.0,Independent,Upper Upscale Class,Urban,Independent,200501.0,441526861465.0,53.059085,-0.283101,"(53.059085, -0.283101)","[2229, 25.767950154881728]",2229,25.767950154881728
6262,237589,White Bull Inn,55 High St,,Lincoln,EMI,United Kingdom,LN4 4RB,6,Lincolnshire,Lincolnshire Central,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441526342439.0,53.105958,-0.175014,"(53.105958, -0.175014)","[2229, 21.146262037068226]",2229,21.146262037068222
6263,237588,Leagate Inn,Leagate Rd,,Lincoln,EMI,United Kingdom,LN4 4RS,8,Lincolnshire,Lincolnshire Central,200001.0,Independent,Upscale Class,Small Metro/Town,Independent,200001.0,441526342370.0,53.110717,-0.148193,"(53.110717, -0.148193)","[2229, 20.0459300401411]",2229,20.0459300401411
6264,237878,Crown Lodge,16 Main St,,Lincoln,EMI,United Kingdom,LN4 4ZL,8,Lincolnshire,Lincolnshire Central,,Independent,Upscale Class,Small Metro/Town,Independent,,441526342262.0,53.07139,-0.198619,"(53.07139, -0.198619)","[2229, 22.19533863990285]",2229,22.19533863990285
6282,245113,Haven Inn,Ferry Rd,,Barrow Upon Humber,EMI,United Kingdom,DN19 7EX,13,Lincolnshire,Lincolnshire Regional,175301.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,175301.0,441469530247.0,53.693129,-0.392398,"(53.693129, -0.392398)","[2992, 2.1504616402040573]",2992,2.1504616402040573
6294,245176,Yarborough Hotel,Bethlehem St,,Grimsby,EMI,United Kingdom,DN31 1JN,36,Lincolnshire,Lincolnshire Regional,185101.0,Wetherspoon,Economy Class,Small Metro/Town,Wetherspoon,185101.0,441472361924.0,53.56398,-0.087252,"(53.56398, -0.087252)","[2585, 3.0057467071417725]",2585,3.0057467071417725
6295,123816,Premier Inn Grimsby,Appian Way,Appian Way,Grimsby,EMI,United Kingdom,DN31 2UT,59,Lincolnshire,Lincolnshire Regional,199701.0,Premier Inn,Economy Class,Urban,Premier Inn,202007.0,448715278478.0,53.579012,-0.107922,"(53.579012, -0.107922)","[2585, 4.167033762106533]",2585,4.167033762106533
6296,245488,Landings Hotel & Restaurant,2 Cleethorpe Rd,,Grimsby,EMI,United Kingdom,DN31 3LQ,11,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472342257.0,53.574564,-0.079152,"(53.574564, -0.079152)","[2585, 2.979813598057664]",2585,2.979813598057664
6297,219994,Holiday Inn Express Grimsby,7 Wellowgate Mews,,Grimsby,EMI,United Kingdom,DN32 0RY,80,Lincolnshire,Lincolnshire Regional,201506.0,Holiday Inn Express,Upper Midscale Class,Urban,Holiday Inn Express,202006.0,441472806000.0,53.56307,-0.087599,"(53.56307, -0.087599)","[2585, 3.0040366513079007]",2585,3.0040366513079007
6298,245548,County Hotel,16 Brighowgate,,Grimsby,EMI,United Kingdom,DN320QX,9,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472354422.0,53.562591,-0.088579,"(53.562591, -0.088579)","[2585, 3.035583491722679]",2585,3.035583491722679
6300,116973,Humber Royal Hotel,Little Coates Rd,,Grimsby,EMI,United Kingdom,DN34 4LX,58,Lincolnshire,Lincolnshire Regional,196801.0,Posthouse,Upscale Class,Urban,Independent,200209.0,441472240024.0,53.560073,-0.120869,"(53.560073, -0.120869)","[2585, 4.313897724176621]",2585,4.313897724176621
6301,115536,Millfields Hotel,Bargate,,Grimsby,EMI,United Kingdom,DN34 5AD,27,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Urban,Independent,,441472356068.0,53.556666,-0.090581,"(53.556666, -0.090581)","[2585, 3.0531067873368793]",2585,3.05310678733688
6302,126179,Kingsway Hotel,52 Kingsway,Cleethorpes,Cleethorpes,EMI,United Kingdom,DN35 0AD,49,Lincolnshire,Lincolnshire Regional,192601.0,Independent,Upscale Class,Suburban,Independent,192601.0,441472601122.0,53.554149,-0.02057,"(53.554149, -0.02057)","[2585, 0.19243268664983884]",2585,0.1924326866498388
6304,245489,Blundell Park,140 Grimsby Rd,Cleethorpes,Cleethorpes,EMI,United Kingdom,DN35 7DL,19,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472691970.0,53.568809,-0.048171,"(53.568809, -0.048171)","[2585, 1.708138732479209]",2585,1.708138732479209
6305,176170,Clee House Hotel,31 Clee Rd,Cleethorpes,Cleethorpes,EMI,United Kingdom,DN35 8AD,14,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Urban,Independent,,441472200850.0,53.560077,-0.036791,"(53.560077, -0.036791)","[2585, 0.9740370999478448]",2585,0.9740370999478448
6306,273511,OYO Hillcrest Studio Apartments,21 Isaacs Hl,,Cleethorpes,EMI,United Kingdom,DN35 8JU,8,Lincolnshire,Lincolnshire Regional,,Independent,Economy Class,Small Metro/Town,OYO,202105.0,442382280179.0,53.560293,-0.03405,"(53.560293, -0.03405)","[2585, 0.8883608717986083]",2585,0.8883608717986083
6307,245174,Dovedale Hotel & Restaurant,14 Albert Rd,Cleethorpes,Cleethorpes,YOR,United Kingdom,DN35 8LX,28,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441472692988.0,53.559122,-0.028439,"(53.559122, -0.028439)","[2585, 0.6578350054853338]",2585,0.6578350054853338
6308,245175,Bar Babylon & Sugar Sugar Hotel,Market Pl,Cleethorpes,Cleethorpes,EMI,United Kingdom,DN35 8LY,7,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441472291350.0,53.559714,-0.031062,"(53.559714, -0.031062)","[2585, 0.7664748278462015]",2585,0.7664748278462015
6309,245650,Kings Royal Hotel,20 Kingsway,Cleethorpes,Cleethorpes,EMI,United Kingdom,DN35 8QL,11,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441473691012.0,53.555017,-0.021681,"(53.555017, -0.021681)","[2585, 0.263346159044172]",2585,0.263346159044172
6311,136424,Best Western Grimsby Oaklands Hall Hotel,Barton St,,Grimsby,EMI,United Kingdom,DN37 7LF,45,Lincolnshire,Lincolnshire Regional,188006.0,Legacy Hotel,Midscale Class,Suburban,Best Western,201109.0,441472872248.0,53.531329,-0.179643,"(53.531329, -0.179643)","[2585, 6.861032640544978]",2585,6.861032640544978
6315,245342,Thornton Hunt Inn,17 Main St,,Ulceby,EMI,United Kingdom,DN39 6XW,8,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441469531252.0,53.645814,-0.356298,"(53.645814, -0.356298)","[2992, 5.723514583024405]",2992,5.723514583024405
6328,237778,Dower House Hotel,Manor Estate,,Woodhall Spa,EMI,United Kingdom,LN10 6PY,21,Lincolnshire,Lincolnshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441526352588.0,53.154316,-0.210742,"(53.154316, -0.210742)","[2229, 22.951862450395762]",2229,22.95186245039576
6329,225801,Petwood Hotel,Stixwould Rd,,Woodhall Spa,EMI,United Kingdom,LN10 6QH,53,Lincolnshire,Lincolnshire Regional,193306.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,193306.0,441526352411.0,53.157947,-0.218301,"(53.157947, -0.218301)","[2229, 23.303767829638833]",2229,23.303767829638836
6330,237904,Railway Hotel,195 Witham Rd,,Woodhall Spa,EMI,United Kingdom,LN10 6QX,4,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441526353511.0,53.143006,-0.240345,"(53.143006, -0.240345)","[2229, 24.04891480778155]",2229,24.04891480778155
6331,113584,The Golf Hotel,The Broadway,,Woodhall Spa,EMI,United Kingdom,LN10 6SG,50,Lincolnshire,Lincolnshire Regional,,Principal,Upper Upscale Class,Resort,Independent,200306.0,441526353535.0,53.153534,-0.210491,"(53.153534, -0.210491)","[2229, 22.932533969202897]",2229,22.932533969202897
6332,157184,The Inn @ Woodhall Spa,Stanhope Ave,,Woodhall Spa,EMI,United Kingdom,LN10 6TG,26,Lincolnshire,Lincolnshire Regional,188201.0,Independent,Upper Upscale Class,Suburban,Independent,188201.0,441526353231.0,53.151855,-0.214223,"(53.151855, -0.214223)","[2229, 23.066079322807308]",2229,23.066079322807308
6336,237659,Royal Oak Inn,Coggles Way,Little Cawthorpe,Louth,EMI,United Kingdom,LN11 8GZ,7,Lincolnshire,Lincolnshire Regional,175301.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,175301.0,441507600750.0,53.335634,0.039431,"(53.335634, 0.039431)","[2269, 8.858458879714513]",2269,8.858458879714513
6337,116871,Best Western Plus Kenwick Park Hotel,Kenwick Park Estate,,Louth,EMI,United Kingdom,LN11 8NR,51,Lincolnshire,Lincolnshire Regional,199201.0,Best Western,Upper Midscale Class,Suburban,Best Western Plus,201703.0,441507608806.0,53.34388,0.019199,"(53.34388, 0.019199)","[2269, 9.533959191836981]",2269,9.53395919183698
6346,237886,White Hart,21 South St,,Market Rasen,EMI,United Kingdom,LN7 6UB,3,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441472851734.0,53.496428,-0.314624,"(53.496428, -0.314624)","[2585, 12.850481243925815]",2585,12.850481243925817
6352,221450,The Woodlands Hotel,80 Pinchbeck Rd,,Spalding,EMI,United Kingdom,PE11 1QF,17,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441775769933.0,52.793382,-0.151289,"(52.793382, -0.151289)","[2346, 25.53356955393863]",2346,25.53356955393863
6353,237740,Red Lion Hotel,Market Pl,,Spalding,EMI,United Kingdom,PE11 1SU,16,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441775722869.0,52.787333,-0.151249,"(52.787333, -0.151249)","[2346, 25.627833661831836]",2346,25.62783366183184
6354,237739,Cley Hall Hotel,22 High St,,Spalding,EMI,United Kingdom,PE11 1TX,15,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441775725157.0,52.788565,-0.145911,"(52.788565, -0.145911)","[2346, 25.390963488391897]",2346,25.390963488391897
6355,276637,Travel Stop Motel,50 Cowbit Rd,,Spalding,EMI,United Kingdom,PE11 2RJ,10,Lincolnshire,Lincolnshire Regional,,Independent,Economy Class,Small Metro/Town,Independent,,441775767290.0,52.776789,-0.156272,"(52.776789, -0.156272)","[2346, 26.012900593589226]",2346,26.012900593589222
6356,156297,Travelodge Spalding,Camel Gate,Camel Gate,Spalding,EMI,United Kingdom,PE12 6EU,43,Lincolnshire,Lincolnshire Regional,200801.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",202012.0,448719846383.0,52.798358,-0.127461,"(52.798358, -0.127461)","[2346, 24.4868683559706]",2346,24.4868683559706
6357,176654,The Mansion House,45 High St,Holbeach,Spalding,EMI,United Kingdom,PE12 7DY,9,Lincolnshire,Lincolnshire Regional,180001.0,Independent,Upper Upscale Class,Suburban,Independent,180001.0,44140426919.0,52.803839,0.016219,"(52.803839, 0.016219)","[2346, 18.567359792491647]",2346,18.567359792491647
6358,127051,Travelodge King's Lynn Long Sutton Hotel,Wisbech Rd,,Spalding,EMI,United Kingdom,PE12 9AG,40,Lincolnshire,Lincolnshire Regional,199001.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",202102.0,448719846082.0,52.77523,0.133722,"(52.77523, 0.133722)","[2346, 14.699866622376888]",2346,14.699866622376888
6359,237651,The Granary,5 Market St,,Spalding,EMI,United Kingdom,PE12 9DD,6,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441406364675.0,52.785877,0.121045,"(52.785877, 0.121045)","[2346, 14.85368043285608]",2346,14.85368043285608
6360,237866,Palmers Ale House & Kitchen,Market Pl,,Long Sutton,EMI,United Kingdom,PE12 9JF,8,Lincolnshire,Lincolnshire Regional,201501.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201501.0,441406365554.0,52.784579,0.121032,"(52.784579, 0.121032)","[2346, 14.891265028113079]",2346,14.89126502811308
6361,237747,Anchor Inn,280 Bridge Rd,,Spalding,EMI,United Kingdom,PE12 9SH,8,Lincolnshire,Lincolnshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441406359892.0,52.772966,0.175024,"(52.772966, 0.175024)","[2346, 13.277528667150346]",2346,13.277528667150346
6362,237748,Riverside Bar & Restaurant,16 Bridge Rd,,Spalding,EMI,United Kingdom,PE12 9UA,12,Lincolnshire,Lincolnshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441406351402.0,52.76768,0.19409,"(52.76768, 0.19409)","[2346, 12.81276816980449]",2346,12.81276816980449
6373,237713,Red Lion,Revesby Bank,,Revesby,EMI,United Kingdom,PE22 7NQ,4,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441507568665.0,53.135265,-0.057767,"(53.135265, -0.057767)","[2229, 16.481832143229582]",2229,16.481832143229582
6376,237767,The Woolpack,39 High St,,Skegness,EMI,United Kingdom,PE24 4BJ,5,Lincolnshire,Lincolnshire Regional,,Batemans,Economy Class,Small Metro/Town,Batemans,,441754880353.0,53.106919,0.236216,"(53.106919, 0.236216)","[2229, 4.134890357902226]",2229,4.134890357902226
8316,256955,The Grotto,Coast Rd,,South Shields,NEE,United Kingdom,NE34 7BS,10,Newcastle,Newcastle Surrounding,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441914556060.0,54.977024,-1.377498,"(54.977024, -1.377498)","[2251, 0.021554709597101478]",2251,0.0215547095971014
8331,239181,Angel View Hotel,Low Eighton,,Gateshead,NEE,United Kingdom,NE9 7UB,27,Newcastle,Newcastle Surrounding,,Independent,Upper Midscale Class,Urban,Independent,,441914103219.0,54.913333,-1.58534,"(54.913333, -1.58534)","[3138, 8.769124017241126]",3138,8.769124017241126
9894,176709,The Wheatsheaf,The Green,,Duns,ESC,United Kingdom,TD11 3JJ,10,Scotland Provincial,Scotland South Regional,,Independent,Upscale Class,Suburban,Independent,,441890860257.0,55.719974,-2.26513,"(55.719974, -2.26513)","[2199, 11.045838350940416]",2199,11.045838350940416
9906,247226,Black Swan Hotel,7 Horsemarket,,Kelso,ESC,United Kingdom,TD5 7HE,5,Scotland Provincial,Scotland South Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441573224563.0,55.598958,-2.43234,"(55.598958, -2.43234)","[2199, 20.43574987212687]",2199,20.43574987212687
9907,247227,Cross Keys Hotel,36 The Square,,Kelso,ESC,United Kingdom,TD5 7HL,26,Scotland Provincial,Scotland South Regional,176901.0,Independent,Upscale Class,Small Metro/Town,Independent,176901.0,441573223303.0,55.598821,-2.434429,"(55.598821, -2.434429)","[2199, 20.50967468746129]",2199,20.50967468746129
9908,231475,Ednam House Hotel,Bridge St,,Kelso,ESC,United Kingdom,TD5 7HT,32,Scotland Provincial,Scotland South Regional,192806.0,Independent,Economy Class,Small Metro/Town,Robert Parker Collection,201404.0,441573224168.0,55.59721,-2.434393,"(55.59721, -2.434393)","[2199, 20.56828334192692]",2199,20.56828334192692
9909,174483,Queens's Head Hotel,24 Bridge St,,Kelso,ESC,United Kingdom,TD5 7JD,15,Scotland Provincial,Scotland South Regional,175301.0,Independent,Upper Midscale Class,Urban,Independent,175301.0,441573228899.0,55.597623,-2.433216,"(55.597623, -2.433216)","[2199, 20.514197386408444]",2199,20.514197386408444
9910,247332,Border Hotel,The Green,Kirk Yetholm,Kelso,ESC,United Kingdom,TD5 8PQ,5,Scotland Provincial,Scotland South Regional,175301.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,175301.0,441573420237.0,55.547651,-2.274975,"(55.547651, -2.274975)","[3694, 17.762814277609923]",3694,17.762814277609923
9911,247419,Templehall Hotel,Main St,,Kelso,ESC,United Kingdom,TD5 8QQ,4,Scotland Provincial,Scotland South Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441573440249.0,55.517247,-2.361942,"(55.517247, -2.361942)","[3694, 21.660490886097598]",3694,21.6604908860976
9912,247333,Plough Hotel,Main St,Town Yetholm,Kelso,ESC,United Kingdom,TD58RF,5,Scotland Provincial,Scotland South Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441573420215.0,55.545618,-2.287032,"(55.545618, -2.287032)","[3694, 18.193444992548223]",3694,18.193444992548223
9925,247225,Spread Eagle Hotel,20 High St,,Jedburgh,ESC,United Kingdom,TD8 6AG,8,Scotland Provincial,Scotland South Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441835863133.0,55.478415,-2.554736,"(55.478415, -2.554736)","[3694, 29.166068518443264]",3694,29.166068518443264
